species_name,cds_num_sequences,cds_tot_len,cds_compression_ratio_geco3,cds_compression_ratio_gz,ncrna_num_sequences,ncrna_tot_len,ncrna_compression_ratio_geco3,ncrna_compression_ratio_gz
bradyrhizobium_diazoefficiens_usda_110_gca_000011365,8317,7927989,22.3943802142006,27.014959279080735,56,9110,24.588364434687158,30.40614709110867
brucella_abortus_bv_1_str_9_941_gca_000008145,3085,2675535,23.326512267639927,27.4852319255775,64,17644,11.834051235547495,14.956925867150305
buchnera_aphidicola_str_aps_acyrthosiphon_pisum__gca_000009605,574,566574,22.543392390049664,26.95023068478257,35,6945,26.004319654427643,32.5845932325414
burkholderia_pseudomallei_1710b_gca_000012785,6347,7392630,19.537674684111067,25.91990942330402,71,22566,9.452273331560756,12.000354515643002
campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819_gca_000009085,1622,1524876,22.26994194937818,26.707220783853902,52,17001,11.793423916240222,15.022645726721958
candidatus_korarchaeum_cryptofilum_opf8_gca_000019605,1602,1429791,23.70199560635086,27.848825457706756,49,8671,22.846269173105753,28.48575712143928
candidatus_koribacter_versatilis_ellin345_gca_000014005,4777,5052252,23.79172693681946,27.860209664917747,49,8204,25.048756704046802,31.21647976596782
caulobacter_vibrioides_cb15_gca_000006905,3737,3638394,22.050965343500454,26.58392686443524,57,12673,16.03408821904837,19.711197033062415
cenarchaeum_symbiosum_a_gca_000200715,2017,1868698,22.90824948707603,27.525581982749486,48,8388,25.536480686695278,31.664282308059132
chlamydia_trachomatis_d_uw_3_cx_gca_000008725,894,939210,24.187242469735203,28.17942739110529,43,11877,16.435126715500548,20.451292413909236
chlorobaculum_tepidum_tls_gca_000006985,2255,1904213,23.40069099412723,27.667860685753116,0,0,0,0
chloroflexus_aurantiacus_j_10_fl_gca_000018865,3852,4230195,23.64077778920357,27.784038324474402,61,18246,13.022032226241368,16.288501589389455
clostridioides_difficile_630_gca_000009205,3803,3526770,22.292154010610275,26.835121088134468,119,56227,3.9891866896686645,5.43688975047575
coxiella_burnetii_rsa_493_gca_000007765,1850,1575942,23.61762044542248,27.965242375671185,45,5809,25.374419004992255,31.192976415906355
cutibacterium_acnes_kpa171202_gca_000008345,2297,2294694,23.87503518987717,27.974710353537336,54,17209,12.586437329304434,15.77662850833866
deinococcus_radiodurans_r1_gca_000008565,3101,2879501,22.10150300347178,26.7534895803127,58,12279,15.310693053180227,19.19537421614138
desulfovibrio_vulgaris_str_hildenborough_gca_000195755,3523,3230640,22.863426441819577,27.26899314067801,83,28073,8.12168275567271,10.490506892743918
dictyoglomus_turgidum_dsm_6724_gca_000021645,1744,1721508,22.920660258331647,27.15090490430483,53,13050,16.191570881226053,20.076628352490424
enterobacter_cloacae_subsp_cloacae_atcc_13047_gca_000025565,5518,4919459,23.28258046260778,27.83013335409442,109,43305,5.773005426625101,7.45641380902898
enterococcus_faecalis_v583_gca_000007785,3265,2890887,23.200837666778398,27.72045396447526,79,23275,9.400644468313642,11.849624060150376
escherichia_coli_str_k_12_substr_mg1655_gca_000005845,4239,3978528,23.655382091064837,27.92299061361388,179,48300,9.712215320910973,12.507246376811596
flavobacterium_psychrophilum_jip02_86_gca_000064305,2446,2447952,22.725363896024106,27.191587089942942,67,30761,6.472481388771496,8.598550112155001
francisella_tularensis_subsp_tularensis_schu_s4_gca_000008985,1605,1499085,22.25537577922533,27.062641544675586,48,16548,11.62678269277254,14.847715736040609
fusobacterium_nucleatum_subsp_nucleatum_atcc_25586_gca_000007325,2067,1937724,21.553533939818053,26.090661002289284,62,26216,7.8082087274946606,10.253280439426305
gardnerella_vaginalis_0288e_gca_000263555,1356,1486542,23.77934831306482,27.896487283911252,47,5121,25.63952353056044,31.790665885569226
geobacter_sulfurreducens_pca_gca_000007985,3423,3457608,23.28887485220997,27.664472085904475,240,20092,19.151901254230538,23.765677881743976
gloeobacter_violaceus_pcc_7421_gca_000011385,4430,4166481,23.01095336808208,27.45266329067623,50,8446,25.38479753729576,31.612597679374854
haemophilus_influenzae_rd_kw20_gca_000027305,1709,1568293,23.412270538732237,27.679457856408206,36,28673,5.79290621839361,7.777351515362884
haloarcula_marismortui_atcc_43049_gca_000011085,4240,3622977,23.020792017172617,27.37996956646426,60,17458,13.151563753007217,17.075266353534197
halobacterium_salinarum_r1_gca_000069025,2704,2309574,20.97066385402676,26.543899437731806,50,8270,24.921402660217655,31.20918984280532
haloferax_volcanii_ds2_gca_000025685,4027,3437592,21.30235350792066,26.292096327894644,49,12278,15.654015311940055,19.6856165499267
helicobacter_pylori_26695_gca_000008525,1566,1494786,22.516801736168254,27.149036718299474,43,12057,16.53811064112134,20.49431865306461
hyperthermus_butylicus_dsm_5456_gca_000015145,1602,1354200,23.901860877270714,28.052798700339682,52,14808,19.73257698541329,24.675850891410047
klebsiella_pneumoniae_subsp_pneumoniae_mgh_78578_gca_000016305,5185,4872147,22.97145385802194,27.567394826141328,111,43434,5.3897868029654195,7.174103237095363
lactobacillus_plantarum_wcfs1_gca_000203855,3108,2826147,23.980635119121548,28.065312950812537,85,28379,8.1539166284929,10.53595968850206
lactococcus_lactis_subsp_lactis_il1403_gca_000006865,2266,2002833,22.890275924153435,27.519668389725954,0,0,0,0
leptospira_interrogans_serovar_lai_str_56601_gca_000092565,3706,3519372,22.910621554072716,27.453477495416795,42,11778,16.590253014094074,20.88639836984208
leuconostoc_mesenteroides_subsp_mesenteroides_atcc_8293_gca_000014445,2005,1826316,23.789694664012142,27.91948381331599,83,23938,9.378394184977859,11.893224162419584
listeria_monocytogenes_egd_e_gca_000196035,2846,2621172,23.729804835394244,27.85566914342134,85,32572,6.585410782266978,8.580989807196366
lysinibacillus_sphaericus_c3_41_gca_000017965,4771,3865005,23.677821891562882,27.908657297985386,116,52322,4.441726233706662,5.903826306333856
mesoplasma_florum_l1_gca_000008305,683,737283,21.982332428660364,26.2637277680348,29,2276,26.801405975395433,32.86467486818981
methanobrevibacter_smithii_atcc_35061_gca_000016525,1795,1673511,22.434510439429438,26.85461882234416,42,11854,16.16332039817783,20.271638265564366
methanocaldococcus_jannaschii_dsm_2661_gca_000091665,1770,1510485,22.35977186135579,26.699371393956245,43,11918,15.75767746266152,19.743245510991777
methanococcus_maripaludis_s2_gca_000011585,1714,1466880,22.94673047556719,27.21981348167539,48,16566,11.734878667149584,14.722926475914525
methanopyrus_kandleri_av19_gca_000007185,1681,1500381,23.42811592522166,27.75335064893517,38,7546,21.786376888417706,27.23297111052213
methanosarcina_acetivorans_c2a_gca_000007345,4527,4245426,22.564991122210117,27.874422967212244,10,13741,10.144822065351866,13.237755621861583
methanospirillum_hungatei_jf_1_gca_000013445,3139,3051699,23.207858966431484,27.760863702481796,65,22069,9.737641034935884,12.429199329376047
methanothermobacter_thermautotrophicus_str_delta_h_gca_000008645,1869,1582128,23.519968043040766,27.790861422084685,45,12373,16.04299684797543,20.067889759961204
micrococcus_luteus_nctc_2665_gca_000023205,2236,2227542,20.708745334543636,25.530248138980095,56,12659,18.579666640334942,23.200884746030493
microcystis_aeruginosa_nies_843_gca_000010625,6311,4755657,20.778474982531332,27.47283918920141,52,13354,17.125954770106336,21.3119664519994
moorella_thermoacetica_atcc_39073_gca_000013105,2460,2264676,23.443662581314058,27.81289685588579,60,9838,24.39520227688555,30.087416141492174
mycoplasma_pneumoniae_m129_gca_000027345,688,721044,22.63343152428978,27.745463522337054,41,7524,25.877192982456144,32.03083466241361
myxococcus_xanthus_dk_1622_gca_000012685,7328,8360820,21.999983255230944,26.517709985384208,76,23420,9.965841161400512,12.736976942783945
nanoarchaeum_equitans_kin4_m_gca_000008085,536,456327,22.612512518435246,26.938357800436968,17,2618,26.43239113827349,33.80443086325439
natronomonas_pharaonis_dsm_2160_gca_000026045,2802,2459706,22.462969151597793,27.07526834507864,49,8195,25.07626601586333,31.055521659548507
neisseria_meningitidis_z2491_gca_000009105,1903,1717641,22.78898792006013,27.457309181604305,0,0,0,0
nitrosopumilus_maritimus_scm1_gca_000018465,1795,1486245,22.80128780921046,27.052269309568743,39,7291,25.81264572760938,32.36867370731038
nostoc_punctiforme_pcc_73102_gca_000020025,6690,6995283,23.352507682677025,27.887792388099236,103,25727,11.882458117930579,14.941501146655265
paracoccus_denitrificans_pd1222_gca_000203895,5077,4754025,21.673928933903376,26.440879044599054,51,12631,15.913229356345498,19.966748475971816
pasteurella_multocida_subsp_multocida_str_pm70_gca_000006825,2014,2010153,23.837588482070768,27.911258496243818,0,0,0,0
porphyromonas_gingivalis_w83_gca_000007585,1909,1935270,23.464632841929035,28.01583241614865,64,21686,9.56377386332196,12.19680900119893
prochlorococcus_marinus_subsp_marinus_str_ccmp1375_gca_000007925,1882,1555914,23.732352816415304,27.826216616085464,42,7410,25.654520917678813,32.07827260458839
proteus_mirabilis_hi4320_gca_000069965,3661,3459756,23.732656291368524,27.96405295633565,105,34961,6.244100569205687,8.134778753468149
pyrobaculum_aerophilum_str_im2_gca_000007225,2605,1975335,23.61695611124189,28.010033741112267,90,11193,22.799964263378897,28.660770124184758
pyrococcus_horikoshii_ot3_gca_000011105,2061,1711821,22.279899592305505,27.965540789603587,49,9132,22.163819535698643,27.803328953131846
ralstonia_solanacearum_gmi1000_gca_000009125,5120,5094702,21.55751209786166,26.549187764073345,69,22418,9.693103755910428,18.39147113926309
rhizobium_leguminosarum_bv_viciae_3841_gca_000009265,7131,6711624,22.904188315674418,27.2807445709116,0,0,0,0
rhodobacter_sphaeroides_2_4_1_gca_000012905,4287,4009499,21.774989842870642,26.221879591440228,67,18554,12.536380295354101,15.824081060687723
rhodopirellula_baltica_sh_1_gca_000196115,7325,6942009,23.178391154491447,27.70952904267338,73,9782,24.187282764260885,29.860969126967902
rhodospirillum_rubrum_atcc_11170_gca_000013085,3841,3893385,22.249661926575463,26.706477782186965,67,21702,9.515252050502259,12.238503363745277
rickettsia_prowazekii_str_madrid_e_gca_000195735,834,839742,23.088639129637436,27.339587635249874,36,6880,25.872093023255815,32.383720930232556
saccharolobus_solfataricus_p2_gca_000007005,2994,2533785,21.87229776796374,27.553363841052025,56,9297,22.803054748843714,28.03054748843713
salinibacter_ruber_dsm_13855_gca_000013045,2833,3045168,22.738252864866567,27.152327884701272,47,8016,24.9500998003992,31.075349301397203
shigella_dysenteriae_sd197_gca_000012005,4504,3516828,21.277014400476794,26.2723112987044,106,38647,6.036691075633296,7.910057701762104
sinorhizobium_meliloti_1021_gca_000006965,6232,5786261,22.761797298808332,27.315290478600946,64,17989,12.390905553393742,15.348268386236033
staphylococcus_aureus_subsp_aureus_n315_gca_000009645,2624,2371482,22.914658428779976,27.43389998321725,78,27711,7.61069611345675,9.931074302623506
stenotrophomonas_maltophilia_k279a_gca_000072485,4385,4309278,22.048844377178728,26.56131723226025,0,0,0,0
streptococcus_pneumoniae_tigr4_gca_000006885,2125,1808970,23.284852706236144,27.732577101886708,58,4376,18.075868372943326,21.457952468007313
synechocystis_sp_pcc_6803_gca_000009725,3564,3421566,23.19835420389377,27.712047641343172,50,12742,16.60649819494585,20.78166692826872
thermanaerovibrio_acidaminovorans_dsm_6589_gca_000024905,1734,1703883,22.387276591174395,26.903490439190954,63,18679,12.923604047325874,16.371326088120348
thermococcus_kodakarensis_kod1_gca_000009965,2306,1921467,23.67722162285379,27.9773735380311,51,8844,22.037539574853007,27.578018995929444
thermodesulfovibrio_yellowstonii_dsm_11347_gca_000020985,2028,1873647,22.437470878986275,27.18228140092557,54,9143,24.805862408399868,30.810456086623645
thermofilum_pendens_hrk_5_gca_000015225,1876,1637931,23.46216049394022,27.84854795470627,30,7145,23.358992302309307,29.307207837648708
thermoplasma_acidophilum_dsm_1728_gca_000195915,1478,1363746,24.04919977767121,28.114252947396363,48,7151,25.05943224723815,32.02349321773178
thermosynechococcus_elongatus_bp_1_gca_000011345,2475,2330901,23.02118365387462,27.767416977383423,49,8729,25.421010425020047,31.504181464085235
thermotoga_maritima_msb8_gca_000008545,1846,1751016,23.537591889508718,27.826244877259832,49,8199,23.990730576899622,29.759726795950726
thermus_thermophilus_hb8_gca_000091545,2238,2009249,20.628354176112566,25.356787536039583,53,12788,15.882076947137941,19.784172661870503
treponema_pallidum_subsp_pallidum_str_nichols_gca_000008605,1031,1055058,24.023323836225117,28.245082260880444,51,12369,16.719217398334546,20.931360659713803
ureaplasma_parvum_serovar_3_str_atcc_700970_gca_000006625,611,684984,21.86999988320895,26.2660149726125,39,12136,16.875411997363216,21.242584047462095
vibrio_cholerae_o1_biovar_el_tor_str_n16961_gca_000006745,3828,3498146,23.943654724531225,28.076815547435697,122,44018,5.4386841746558225,7.224317324730792
wolbachia_endosymbiont_of_drosophila_melanogaster_gca_000008025,1195,1016925,22.952823462890574,27.63369963369963,37,6937,25.74599971169093,32.348277353322764
xanthomonas_campestris_pv_campestris_str_atcc_33913_gca_000007145,4181,4310090,22.060235401116916,26.777515086691928,61,14003,16.403627794044134,20.495608083982003
yersinia_pestis_biovar_microtus_str_91001_gca_000007885,4016,3889239,23.35531449725769,27.8997767943806,101,38967,6.787794800728822,9.033284574126824
