species_name,cds_num_sequences,cds_tot_len,cds_compression_ratio_geco3,cds_compression_ratio_gz,ncrna_num_sequences,ncrna_tot_len,ncrna_compression_ratio_geco3,ncrna_compression_ratio_gz
puccinia_graminisug99,24524,27382710,19.52348397948925,24.570800333495114,3072,348683,9.029978519170708,13.564182939804923
schizosaccharomyces_japonicus,4878,6846852,24.167602863330476,28.180191422276984,1114,148500,5.406060606060606,7.032996632996633
schizosaccharomyces_octosporus,4986,6922074,23.93529742675389,28.091161695179796,1150,140786,5.585782677254841,7.042603667978351
pyricularia_oryzae,14349,16910999,24.021862930747023,28.071771513912335,432,1324918,20.28842539689249,26.28457006395867
schizosaccharomyces_pombe,5146,7178717,23.73627488031636,27.97203177113682,2094,1987906,21.228518853507158,27.3869589407145
sclerotinia_sclerotiorum,10175,11195259,23.693404502745313,28.18245652021092,416,74957,8.20203583387809,10.319249703163146
tuber_melanosporum,7496,9823255,24.395579672929188,28.291355563914404,444,68263,9.771032623822569,12.08268022208224
sporisorium_reilianum,6673,11945920,23.007286169671318,27.24339356031181,230,31731,15.511644763795656,18.814408622482745
ustilago_maydis,6783,12019288,23.870889856370862,27.87304871969122,294,30473,11.147573261575822,13.247793128343124
trichoderma_reesei,9115,13494389,23.784930166160173,27.890369841865386,531,59194,10.484170692975638,12.624590330101023
trichoderma_virens,12406,17542900,24.32492347331399,28.18664530949843,356,75488,8.05293556591776,10.340716405256464
verticillium_dahliae,10535,14984087,23.708891973197964,27.856171684000504,595,70780,10.70358858434586,13.471319581802769
yarrowia_lipolytica,6448,9438852,23.440339990498845,27.830259442567808,1934,174373,4.546575444592913,6.566957040367488
verticillium_dahliaejr2,11404,15652255,23.691998373397315,27.86399787123325,211,33310,12.023416391474031,14.998498949264485
zymoseptoria_tritici,10931,14255098,23.9820168195266,27.980916020359874,147,26550,13.642184557438794,17.84557438794727
